,0
2025-03-05 09:00:00+01:00,101.12
2025-03-05 10:00:00+01:00,70.2
2025-03-05 11:00:00+01:00,36.68
2025-03-05 12:00:00+01:00,41.89
2025-03-05 13:00:00+01:00,12.04
2025-03-05 14:00:00+01:00,0.84
2025-03-05 15:00:00+01:00,50.53
2025-03-05 16:00:00+01:00,69.37
2025-03-05 17:00:00+01:00,100.05
2025-03-05 18:00:00+01:00,132.72
2025-03-05 19:00:00+01:00,147.01
2025-03-05 20:00:00+01:00,119.02
2025-03-05 21:00:00+01:00,106.71
2025-03-05 22:00:00+01:00,107.06
2025-03-05 23:00:00+01:00,99.02
2025-03-06 00:00:00+01:00,85.58
2025-03-06 01:00:00+01:00,80.58
2025-03-06 02:00:00+01:00,74.44
2025-03-06 03:00:00+01:00,67.75
2025-03-06 04:00:00+01:00,68.9
2025-03-06 05:00:00+01:00,81.53
2025-03-06 06:00:00+01:00,100.08
2025-03-06 07:00:00+01:00,127.32
2025-03-06 08:00:00+01:00,108.5
2025-03-06 09:00:00+01:00,78.85
2025-03-06 10:00:00+01:00,51.53
2025-03-06 11:00:00+01:00,10.95
2025-03-06 12:00:00+01:00,12.19
2025-03-06 13:00:00+01:00,5.82
2025-03-06 14:00:00+01:00,13.16
2025-03-06 15:00:00+01:00,44.9
2025-03-06 16:00:00+01:00,56.08
2025-03-06 17:00:00+01:00,76.99
2025-03-06 18:00:00+01:00,101.0
2025-03-06 19:00:00+01:00,126.02
2025-03-06 20:00:00+01:00,108.54
2025-03-06 21:00:00+01:00,88.44
2025-03-06 22:00:00+01:00,86.73
2025-03-06 23:00:00+01:00,76.6
2025-03-07 00:00:00+01:00,77.33
2025-03-07 01:00:00+01:00,63.12
2025-03-07 02:00:00+01:00,63.93
2025-03-07 03:00:00+01:00,56.17
2025-03-07 04:00:00+01:00,60.2
2025-03-07 05:00:00+01:00,64.01
2025-03-07 06:00:00+01:00,80.87
2025-03-07 07:00:00+01:00,106.74
2025-03-07 08:00:00+01:00,100.49
2025-03-07 09:00:00+01:00,79.76
2025-03-07 10:00:00+01:00,60.32
2025-03-07 11:00:00+01:00,31.81
2025-03-07 12:00:00+01:00,12.79
2025-03-07 13:00:00+01:00,7.82
2025-03-07 14:00:00+01:00,23.9
2025-03-07 15:00:00+01:00,21.92
2025-03-07 16:00:00+01:00,38.71
2025-03-07 17:00:00+01:00,61.28
2025-03-07 18:00:00+01:00,83.08
2025-03-07 19:00:00+01:00,99.65
2025-03-07 20:00:00+01:00,74.89
2025-03-07 21:00:00+01:00,50.0
2025-03-07 22:00:00+01:00,59.2
2025-03-07 23:00:00+01:00,58.17
2025-03-08 00:00:00+01:00,84.95
2025-03-08 01:00:00+01:00,50.53
2025-03-08 02:00:00+01:00,28.52
2025-03-08 03:00:00+01:00,26.03
2025-03-08 04:00:00+01:00,22.33
2025-03-08 05:00:00+01:00,27.03
2025-03-08 06:00:00+01:00,56.37
2025-03-08 07:00:00+01:00,63.61
2025-03-08 08:00:00+01:00,98.04
2025-03-08 09:00:00+01:00,72.54
2025-03-08 10:00:00+01:00,18.05
2025-03-08 11:00:00+01:00,3.52
2025-03-08 12:00:00+01:00,8.62
2025-03-08 13:00:00+01:00,1.0
2025-03-08 14:00:00+01:00,0.07
2025-03-08 15:00:00+01:00,10.92
2025-03-08 16:00:00+01:00,17.3
2025-03-08 17:00:00+01:00,62.59
2025-03-08 18:00:00+01:00,35.0
2025-03-08 19:00:00+01:00,43.38
2025-03-08 20:00:00+01:00,41.23
2025-03-08 21:00:00+01:00,40.65
2025-03-08 22:00:00+01:00,40.0
2025-03-08 23:00:00+01:00,38.1
2025-03-09 00:00:00+01:00,35.4
2025-03-09 01:00:00+01:00,35.01
2025-03-09 02:00:00+01:00,35.01
2025-03-09 03:00:00+01:00,33.29
2025-03-09 04:00:00+01:00,29.97
2025-03-09 05:00:00+01:00,31.4
2025-03-09 06:00:00+01:00,31.81
2025-03-09 07:00:00+01:00,35.0
2025-03-09 08:00:00+01:00,35.0
2025-03-09 09:00:00+01:00,29.27
2025-03-09 10:00:00+01:00,10.1
2025-03-09 11:00:00+01:00,9.13
2025-03-09 12:00:00+01:00,13.2
2025-03-09 13:00:00+01:00,7.1
2025-03-09 14:00:00+01:00,3.52
2025-03-09 15:00:00+01:00,17.39
2025-03-09 16:00:00+01:00,35.01
2025-03-09 17:00:00+01:00,47.68
2025-03-09 18:00:00+01:00,89.02
2025-03-09 19:00:00+01:00,124.5
2025-03-09 20:00:00+01:00,127.6
2025-03-09 21:00:00+01:00,115.66
2025-03-09 22:00:00+01:00,97.04
2025-03-09 23:00:00+01:00,88.06
2025-03-10 00:00:00+01:00,85.51
2025-03-10 01:00:00+01:00,78.03
2025-03-10 02:00:00+01:00,73.01
2025-03-10 03:00:00+01:00,71.31
2025-03-10 04:00:00+01:00,66.7
2025-03-10 05:00:00+01:00,73.43
2025-03-10 06:00:00+01:00,99.58
2025-03-10 07:00:00+01:00,123.06
2025-03-10 08:00:00+01:00,130.01
2025-03-10 09:00:00+01:00,95.0
2025-03-10 10:00:00+01:00,82.99
2025-03-10 11:00:00+01:00,78.0
2025-03-10 12:00:00+01:00,76.02
2025-03-10 13:00:00+01:00,77.32
2025-03-10 14:00:00+01:00,75.51
2025-03-10 15:00:00+01:00,69.11
2025-03-10 16:00:00+01:00,77.86
2025-03-10 17:00:00+01:00,95.92
2025-03-10 18:00:00+01:00,117.84
2025-03-10 19:00:00+01:00,152.05
2025-03-10 20:00:00+01:00,131.6
2025-03-10 21:00:00+01:00,110.0
2025-03-10 22:00:00+01:00,100.0
2025-03-10 23:00:00+01:00,92.0
2025-03-11 00:00:00+01:00,91.0
2025-03-11 01:00:00+01:00,87.45
2025-03-11 02:00:00+01:00,91.98
2025-03-11 03:00:00+01:00,89.37
2025-03-11 04:00:00+01:00,82.36
2025-03-11 05:00:00+01:00,91.92
2025-03-11 06:00:00+01:00,92.8
2025-03-11 07:00:00+01:00,114.57
2025-03-11 08:00:00+01:00,126.96
2025-03-11 09:00:00+01:00,110.09
2025-03-11 10:00:00+01:00,99.23
2025-03-11 11:00:00+01:00,91.6
2025-03-11 12:00:00+01:00,88.95
2025-03-11 13:00:00+01:00,86.24
2025-03-11 14:00:00+01:00,86.59
2025-03-11 15:00:00+01:00,86.42
2025-03-11 16:00:00+01:00,78.21
2025-03-11 17:00:00+01:00,87.97
2025-03-11 18:00:00+01:00,114.5
2025-03-11 19:00:00+01:00,157.5
2025-03-11 20:00:00+01:00,137.84
2025-03-11 21:00:00+01:00,119.33
2025-03-11 22:00:00+01:00,108.78
2025-03-11 23:00:00+01:00,105.16
2025-03-12 00:00:00+01:00,98.9
2025-03-12 01:00:00+01:00,95.03
2025-03-12 02:00:00+01:00,94.87
2025-03-12 03:00:00+01:00,88.78
2025-03-12 04:00:00+01:00,86.93
2025-03-12 05:00:00+01:00,85.79
2025-03-12 06:00:00+01:00,102.81
2025-03-12 07:00:00+01:00,119.55
2025-03-12 08:00:00+01:00,131.53
2025-03-12 09:00:00+01:00,125.0
2025-03-12 10:00:00+01:00,102.67
2025-03-12 11:00:00+01:00,99.56
2025-03-12 12:00:00+01:00,98.01
2025-03-12 13:00:00+01:00,98.64
2025-03-12 14:00:00+01:00,99.03
2025-03-12 15:00:00+01:00,97.86
2025-03-12 16:00:00+01:00,108.29
2025-03-12 17:00:00+01:00,107.58
2025-03-12 18:00:00+01:00,150.2
2025-03-12 19:00:00+01:00,176.69
2025-03-12 20:00:00+01:00,146.37
2025-03-12 21:00:00+01:00,132.2
2025-03-12 22:00:00+01:00,120.0
2025-03-12 23:00:00+01:00,109.91
2025-03-13 00:00:00+01:00,108.58
2025-03-13 01:00:00+01:00,103.46
2025-03-13 02:00:00+01:00,101.25
2025-03-13 03:00:00+01:00,95.12
2025-03-13 04:00:00+01:00,90.8
2025-03-13 05:00:00+01:00,102.51
2025-03-13 06:00:00+01:00,123.83
2025-03-13 07:00:00+01:00,152.28
2025-03-13 08:00:00+01:00,156.41
2025-03-13 09:00:00+01:00,140.0
2025-03-13 10:00:00+01:00,118.94
2025-03-13 11:00:00+01:00,112.21
2025-03-13 12:00:00+01:00,108.07
2025-03-13 13:00:00+01:00,106.66
2025-03-13 14:00:00+01:00,105.7
2025-03-13 15:00:00+01:00,104.71
2025-03-13 16:00:00+01:00,104.94
2025-03-13 17:00:00+01:00,124.27
2025-03-13 18:00:00+01:00,166.05
2025-03-13 19:00:00+01:00,173.47
2025-03-13 20:00:00+01:00,149.0
2025-03-13 21:00:00+01:00,135.69
2025-03-13 22:00:00+01:00,124.3
2025-03-13 23:00:00+01:00,112.18
2025-03-14 00:00:00+01:00,109.09
2025-03-14 01:00:00+01:00,106.0
2025-03-14 02:00:00+01:00,105.9
2025-03-14 03:00:00+01:00,103.83
2025-03-14 04:00:00+01:00,105.3
2025-03-14 05:00:00+01:00,112.47
2025-03-14 06:00:00+01:00,132.38
2025-03-14 07:00:00+01:00,155.0
2025-03-14 08:00:00+01:00,153.62
2025-03-14 09:00:00+01:00,131.4
2025-03-14 10:00:00+01:00,111.29
2025-03-14 11:00:00+01:00,104.74
2025-03-14 12:00:00+01:00,105.76
2025-03-14 13:00:00+01:00,98.38
2025-03-14 14:00:00+01:00,91.37
2025-03-14 15:00:00+01:00,97.3
2025-03-14 16:00:00+01:00,101.63
2025-03-14 17:00:00+01:00,112.1
2025-03-14 18:00:00+01:00,130.05
2025-03-14 19:00:00+01:00,150.55
2025-03-14 20:00:00+01:00,130.01
2025-03-14 21:00:00+01:00,111.39
2025-03-14 22:00:00+01:00,114.0
2025-03-14 23:00:00+01:00,105.17
2025-03-15 00:00:00+01:00,112.15
2025-03-15 01:00:00+01:00,103.14
2025-03-15 02:00:00+01:00,96.0
2025-03-15 03:00:00+01:00,89.9
2025-03-15 04:00:00+01:00,86.9
2025-03-15 05:00:00+01:00,90.55
2025-03-15 06:00:00+01:00,97.01
2025-03-15 07:00:00+01:00,99.42
2025-03-15 08:00:00+01:00,98.51
2025-03-15 09:00:00+01:00,86.06
2025-03-15 10:00:00+01:00,72.96
2025-03-15 11:00:00+01:00,65.15
2025-03-15 12:00:00+01:00,57.11
2025-03-15 13:00:00+01:00,48.0
2025-03-15 14:00:00+01:00,54.51
2025-03-15 15:00:00+01:00,45.97
2025-03-15 16:00:00+01:00,64.13
2025-03-15 17:00:00+01:00,83.99
2025-03-15 18:00:00+01:00,112.67
2025-03-15 19:00:00+01:00,132.96
2025-03-15 20:00:00+01:00,121.46
2025-03-15 21:00:00+01:00,108.5
2025-03-15 22:00:00+01:00,105.02
2025-03-15 23:00:00+01:00,95.25
2025-03-16 00:00:00+01:00,90.01
2025-03-16 01:00:00+01:00,85.79
2025-03-16 02:00:00+01:00,79.62
2025-03-16 03:00:00+01:00,78.18
2025-03-16 04:00:00+01:00,78.6
2025-03-16 05:00:00+01:00,80.51
2025-03-16 06:00:00+01:00,85.14
2025-03-16 07:00:00+01:00,82.07
2025-03-16 08:00:00+01:00,77.95
2025-03-16 09:00:00+01:00,58.99
2025-03-16 10:00:00+01:00,26.11
2025-03-16 11:00:00+01:00,16.45
2025-03-16 12:00:00+01:00,25.38
2025-03-16 13:00:00+01:00,11.37
2025-03-16 14:00:00+01:00,9.94
2025-03-16 15:00:00+01:00,31.0
2025-03-16 16:00:00+01:00,65.4
2025-03-16 17:00:00+01:00,84.19
2025-03-16 18:00:00+01:00,108.58
2025-03-16 19:00:00+01:00,140.0
2025-03-16 20:00:00+01:00,130.43
2025-03-16 21:00:00+01:00,113.31
2025-03-16 22:00:00+01:00,107.05
2025-03-16 23:00:00+01:00,89.0
2025-03-17 00:00:00+01:00,95.36
2025-03-17 01:00:00+01:00,93.58
2025-03-17 02:00:00+01:00,86.01
2025-03-17 03:00:00+01:00,80.91
2025-03-17 04:00:00+01:00,85.85
2025-03-17 05:00:00+01:00,103.3
2025-03-17 06:00:00+01:00,135.18
2025-03-17 07:00:00+01:00,152.87
2025-03-17 08:00:00+01:00,141.59
2025-03-17 09:00:00+01:00,111.4
2025-03-17 10:00:00+01:00,81.1
2025-03-17 11:00:00+01:00,70.07
2025-03-17 12:00:00+01:00,58.9
2025-03-17 13:00:00+01:00,50.24
2025-03-17 14:00:00+01:00,50.24
2025-03-17 15:00:00+01:00,60.34
2025-03-17 16:00:00+01:00,68.1
2025-03-17 17:00:00+01:00,80.67
2025-03-17 18:00:00+01:00,111.93
2025-03-17 19:00:00+01:00,170.0
2025-03-17 20:00:00+01:00,141.5
2025-03-17 21:00:00+01:00,110.96
2025-03-17 22:00:00+01:00,104.18
2025-03-17 23:00:00+01:00,93.5
2025-03-18 00:00:00+01:00,92.2
2025-03-18 01:00:00+01:00,89.99
2025-03-18 02:00:00+01:00,87.36
2025-03-18 03:00:00+01:00,79.0
2025-03-18 04:00:00+01:00,74.46
2025-03-18 05:00:00+01:00,88.25
2025-03-18 06:00:00+01:00,119.09
2025-03-18 07:00:00+01:00,136.68
2025-03-18 08:00:00+01:00,108.02
2025-03-18 09:00:00+01:00,72.65
2025-03-18 10:00:00+01:00,37.84
2025-03-18 11:00:00+01:00,12.84
2025-03-18 12:00:00+01:00,20.2
2025-03-18 13:00:00+01:00,5.19
2025-03-18 14:00:00+01:00,6.03
2025-03-18 15:00:00+01:00,24.59
2025-03-18 16:00:00+01:00,45.29
2025-03-18 17:00:00+01:00,74.12
2025-03-18 18:00:00+01:00,85.68
2025-03-18 19:00:00+01:00,150.79
2025-03-18 20:00:00+01:00,136.97
2025-03-18 21:00:00+01:00,105.69
2025-03-18 22:00:00+01:00,90.95
2025-03-18 23:00:00+01:00,89.66
2025-03-19 00:00:00+01:00,82.89
2025-03-19 01:00:00+01:00,78.01
2025-03-19 02:00:00+01:00,76.54
2025-03-19 03:00:00+01:00,73.96
2025-03-19 04:00:00+01:00,73.69
2025-03-19 05:00:00+01:00,77.34
2025-03-19 06:00:00+01:00,102.0
2025-03-19 07:00:00+01:00,139.34
2025-03-19 08:00:00+01:00,107.94
2025-03-19 09:00:00+01:00,79.26
2025-03-19 10:00:00+01:00,28.23
2025-03-19 11:00:00+01:00,0.22
2025-03-19 12:00:00+01:00,0.0
2025-03-19 13:00:00+01:00,0.0
2025-03-19 14:00:00+01:00,1.46
2025-03-19 15:00:00+01:00,27.2
2025-03-19 16:00:00+01:00,47.32
2025-03-19 17:00:00+01:00,72.85
2025-03-19 18:00:00+01:00,100.29
2025-03-19 19:00:00+01:00,152.83
2025-03-19 20:00:00+01:00,97.23
2025-03-19 21:00:00+01:00,78.9
2025-03-19 22:00:00+01:00,77.56
2025-03-19 23:00:00+01:00,83.06
2025-03-20 00:00:00+01:00,59.32
2025-03-20 01:00:00+01:00,50.17
2025-03-20 02:00:00+01:00,53.45
2025-03-20 03:00:00+01:00,38.67
2025-03-20 04:00:00+01:00,25.85
2025-03-20 05:00:00+01:00,48.83
2025-03-20 06:00:00+01:00,72.89
2025-03-20 07:00:00+01:00,101.87
2025-03-20 08:00:00+01:00,92.07
2025-03-20 09:00:00+01:00,51.32
2025-03-20 10:00:00+01:00,20.36
2025-03-20 11:00:00+01:00,3.42
2025-03-20 12:00:00+01:00,0.43
2025-03-20 13:00:00+01:00,0.65
2025-03-20 14:00:00+01:00,3.52
2025-03-20 15:00:00+01:00,6.09
2025-03-20 16:00:00+01:00,15.73
2025-03-20 17:00:00+01:00,39.52
2025-03-20 18:00:00+01:00,62.96
2025-03-20 19:00:00+01:00,101.6
2025-03-20 20:00:00+01:00,93.74
2025-03-20 21:00:00+01:00,63.99
2025-03-20 22:00:00+01:00,50.21
2025-03-20 23:00:00+01:00,41.51
2025-03-21 00:00:00+01:00,37.45
2025-03-21 01:00:00+01:00,20.42
2025-03-21 02:00:00+01:00,27.24
2025-03-21 03:00:00+01:00,43.94
2025-03-21 04:00:00+01:00,25.63
2025-03-21 05:00:00+01:00,22.5
2025-03-21 06:00:00+01:00,34.98
2025-03-21 07:00:00+01:00,43.48
2025-03-21 08:00:00+01:00,34.64
2025-03-21 09:00:00+01:00,43.26
2025-03-21 10:00:00+01:00,40.41
2025-03-21 11:00:00+01:00,7.26
2025-03-21 12:00:00+01:00,5.29
2025-03-21 13:00:00+01:00,0.18
2025-03-21 14:00:00+01:00,2.67
2025-03-21 15:00:00+01:00,14.05
2025-03-21 16:00:00+01:00,31.7
2025-03-21 17:00:00+01:00,37.13
2025-03-21 18:00:00+01:00,46.83
2025-03-21 19:00:00+01:00,60.74
2025-03-21 20:00:00+01:00,51.7
2025-03-21 21:00:00+01:00,35.01
2025-03-21 22:00:00+01:00,38.86
2025-03-21 23:00:00+01:00,30.74
2025-03-22 00:00:00+01:00,35.58
2025-03-22 01:00:00+01:00,21.64
2025-03-22 02:00:00+01:00,18.59
2025-03-22 03:00:00+01:00,15.04
2025-03-22 04:00:00+01:00,14.98
2025-03-22 05:00:00+01:00,14.94
2025-03-22 06:00:00+01:00,16.17
2025-03-22 07:00:00+01:00,19.88
2025-03-22 08:00:00+01:00,25.2
2025-03-22 09:00:00+01:00,23.29
2025-03-22 10:00:00+01:00,14.56
2025-03-22 11:00:00+01:00,11.85
2025-03-22 12:00:00+01:00,11.56
2025-03-22 13:00:00+01:00,5.52
2025-03-22 14:00:00+01:00,4.65
2025-03-22 15:00:00+01:00,17.61
2025-03-22 16:00:00+01:00,31.2
2025-03-22 17:00:00+01:00,37.46
2025-03-22 18:00:00+01:00,60.03
2025-03-22 19:00:00+01:00,85.17
2025-03-22 20:00:00+01:00,76.01
2025-03-22 21:00:00+01:00,52.05
2025-03-22 22:00:00+01:00,43.9
2025-03-22 23:00:00+01:00,53.22
2025-03-23 00:00:00+01:00,37.16
2025-03-23 01:00:00+01:00,37.57
2025-03-23 02:00:00+01:00,52.65
2025-03-23 03:00:00+01:00,32.09
2025-03-23 04:00:00+01:00,24.82
2025-03-23 05:00:00+01:00,25.01
2025-03-23 06:00:00+01:00,27.95
2025-03-23 07:00:00+01:00,33.58
2025-03-23 08:00:00+01:00,38.15
2025-03-23 09:00:00+01:00,23.04
2025-03-23 10:00:00+01:00,13.78
2025-03-23 11:00:00+01:00,9.6
2025-03-23 12:00:00+01:00,13.49
2025-03-23 13:00:00+01:00,5.01
2025-03-23 14:00:00+01:00,11.46
2025-03-23 15:00:00+01:00,33.18
2025-03-23 16:00:00+01:00,41.77
2025-03-23 17:00:00+01:00,45.96
2025-03-23 18:00:00+01:00,96.18
2025-03-23 19:00:00+01:00,125.54
2025-03-23 20:00:00+01:00,125.92
2025-03-23 21:00:00+01:00,111.0
2025-03-23 22:00:00+01:00,106.07
2025-03-23 23:00:00+01:00,114.24
2025-03-24 00:00:00+01:00,97.6
2025-03-24 01:00:00+01:00,79.87
2025-03-24 02:00:00+01:00,85.17
2025-03-24 03:00:00+01:00,82.75
2025-03-24 04:00:00+01:00,79.51
2025-03-24 05:00:00+01:00,87.72
2025-03-24 06:00:00+01:00,115.6
2025-03-24 07:00:00+01:00,146.32
2025-03-24 08:00:00+01:00,145.52
2025-03-24 09:00:00+01:00,119.47
2025-03-24 10:00:00+01:00,107.06
2025-03-24 11:00:00+01:00,79.09
2025-03-24 12:00:00+01:00,74.96
2025-03-24 13:00:00+01:00,68.64
2025-03-24 14:00:00+01:00,62.76
2025-03-24 15:00:00+01:00,61.64
2025-03-24 16:00:00+01:00,76.6
2025-03-24 17:00:00+01:00,94.64
2025-03-24 18:00:00+01:00,136.68
2025-03-24 19:00:00+01:00,179.1
2025-03-24 20:00:00+01:00,158.3
2025-03-24 21:00:00+01:00,120.96
2025-03-24 22:00:00+01:00,107.92
2025-03-24 23:00:00+01:00,103.43
2025-03-25 00:00:00+01:00,90.45
2025-03-25 01:00:00+01:00,84.94
2025-03-25 02:00:00+01:00,82.08
2025-03-25 03:00:00+01:00,73.33
2025-03-25 04:00:00+01:00,76.61
2025-03-25 05:00:00+01:00,84.95
2025-03-25 06:00:00+01:00,102.19
2025-03-25 07:00:00+01:00,124.85
2025-03-25 08:00:00+01:00,108.2
2025-03-25 09:00:00+01:00,104.12
2025-03-25 10:00:00+01:00,82.15
2025-03-25 11:00:00+01:00,76.17
2025-03-25 12:00:00+01:00,73.17
2025-03-25 13:00:00+01:00,65.48
2025-03-25 14:00:00+01:00,57.92
2025-03-25 15:00:00+01:00,56.78
2025-03-25 16:00:00+01:00,63.81
2025-03-25 17:00:00+01:00,77.18
2025-03-25 18:00:00+01:00,113.2
2025-03-25 19:00:00+01:00,160.86
2025-03-25 20:00:00+01:00,148.6
2025-03-25 21:00:00+01:00,123.86
2025-03-25 22:00:00+01:00,104.25
2025-03-25 23:00:00+01:00,102.05
2025-03-26 00:00:00+01:00,101.02
2025-03-26 01:00:00+01:00,97.96
2025-03-26 02:00:00+01:00,97.23
2025-03-26 03:00:00+01:00,88.41
2025-03-26 04:00:00+01:00,72.06
2025-03-26 05:00:00+01:00,83.71
2025-03-26 06:00:00+01:00,102.51
2025-03-26 07:00:00+01:00,122.6
2025-03-26 08:00:00+01:00,125.98
2025-03-26 09:00:00+01:00,105.91
2025-03-26 10:00:00+01:00,91.93
2025-03-26 11:00:00+01:00,91.0
2025-03-26 12:00:00+01:00,92.0
2025-03-26 13:00:00+01:00,80.86
2025-03-26 14:00:00+01:00,73.84
2025-03-26 15:00:00+01:00,75.73
2025-03-26 16:00:00+01:00,80.66
2025-03-26 17:00:00+01:00,90.79
2025-03-26 18:00:00+01:00,124.2
2025-03-26 19:00:00+01:00,153.43
2025-03-26 20:00:00+01:00,126.66
2025-03-26 21:00:00+01:00,104.94
2025-03-26 22:00:00+01:00,97.33
2025-03-26 23:00:00+01:00,92.42
2025-03-27 00:00:00+01:00,93.52
2025-03-27 01:00:00+01:00,82.08
2025-03-27 02:00:00+01:00,85.44
2025-03-27 03:00:00+01:00,70.54
2025-03-27 04:00:00+01:00,67.04
2025-03-27 05:00:00+01:00,87.56
2025-03-27 06:00:00+01:00,103.8
2025-03-27 07:00:00+01:00,125.03
2025-03-27 08:00:00+01:00,123.5
2025-03-27 09:00:00+01:00,89.92
2025-03-27 10:00:00+01:00,54.25
2025-03-27 11:00:00+01:00,43.79
2025-03-27 12:00:00+01:00,27.97
2025-03-27 13:00:00+01:00,6.67
2025-03-27 14:00:00+01:00,24.72
2025-03-27 15:00:00+01:00,32.06
2025-03-27 16:00:00+01:00,47.14
2025-03-27 17:00:00+01:00,67.61
2025-03-27 18:00:00+01:00,111.64
2025-03-27 19:00:00+01:00,150.0
2025-03-27 20:00:00+01:00,135.57
2025-03-27 21:00:00+01:00,117.75
2025-03-27 22:00:00+01:00,106.1
2025-03-27 23:00:00+01:00,93.2
2025-03-28 00:00:00+01:00,73.54
2025-03-28 01:00:00+01:00,77.47
2025-03-28 02:00:00+01:00,78.84
2025-03-28 03:00:00+01:00,69.49
2025-03-28 04:00:00+01:00,72.1
2025-03-28 05:00:00+01:00,66.69
2025-03-28 06:00:00+01:00,96.54
2025-03-28 07:00:00+01:00,122.2
2025-03-28 08:00:00+01:00,102.08
2025-03-28 09:00:00+01:00,77.88
2025-03-28 10:00:00+01:00,34.4
2025-03-28 11:00:00+01:00,10.02
2025-03-28 12:00:00+01:00,8.94
2025-03-28 13:00:00+01:00,8.02
2025-03-28 14:00:00+01:00,14.48
2025-03-28 15:00:00+01:00,49.91
2025-03-28 16:00:00+01:00,53.84
2025-03-28 17:00:00+01:00,57.48
2025-03-28 18:00:00+01:00,76.28
2025-03-28 19:00:00+01:00,92.55
2025-03-28 20:00:00+01:00,85.36
2025-03-28 21:00:00+01:00,63.53
2025-03-28 22:00:00+01:00,59.2
2025-03-28 23:00:00+01:00,73.48
2025-03-29 00:00:00+01:00,26.28
2025-03-29 01:00:00+01:00,39.26
2025-03-29 02:00:00+01:00,40.39
2025-03-29 03:00:00+01:00,37.19
2025-03-29 04:00:00+01:00,34.85
2025-03-29 05:00:00+01:00,37.99
2025-03-29 06:00:00+01:00,39.64
2025-03-29 07:00:00+01:00,53.08
2025-03-29 08:00:00+01:00,50.39
2025-03-29 09:00:00+01:00,41.76
2025-03-29 10:00:00+01:00,27.1
2025-03-29 11:00:00+01:00,32.46
2025-03-29 12:00:00+01:00,34.56
2025-03-29 13:00:00+01:00,7.0
2025-03-29 14:00:00+01:00,3.94
2025-03-29 15:00:00+01:00,21.34
2025-03-29 16:00:00+01:00,15.87
2025-03-29 17:00:00+01:00,35.45
2025-03-29 18:00:00+01:00,79.93
2025-03-29 19:00:00+01:00,93.47
2025-03-29 20:00:00+01:00,79.32
2025-03-29 21:00:00+01:00,57.35
2025-03-29 22:00:00+01:00,54.39
2025-03-29 23:00:00+01:00,45.61
2025-03-30 00:00:00+01:00,46.01
2025-03-30 01:00:00+01:00,15.85
2025-03-30 03:00:00+02:00,5.07
2025-03-30 04:00:00+02:00,1.2
2025-03-30 05:00:00+02:00,0.09
2025-03-30 06:00:00+02:00,0.17
2025-03-30 07:00:00+02:00,0.13
2025-03-30 08:00:00+02:00,0.19
2025-03-30 09:00:00+02:00,-0.01
2025-03-30 10:00:00+02:00,-0.04
2025-03-30 11:00:00+02:00,-3.8
2025-03-30 12:00:00+02:00,-0.06
2025-03-30 13:00:00+02:00,-4.0
2025-03-30 14:00:00+02:00,-5.0
2025-03-30 15:00:00+02:00,-5.21
2025-03-30 16:00:00+02:00,-4.0
2025-03-30 17:00:00+02:00,0.24
2025-03-30 18:00:00+02:00,39.82
2025-03-30 19:00:00+02:00,64.84
2025-03-30 20:00:00+02:00,64.47
2025-03-30 21:00:00+02:00,60.19
2025-03-30 22:00:00+02:00,64.52
2025-03-30 23:00:00+02:00,57.51
2025-03-31 00:00:00+02:00,66.34
2025-03-31 01:00:00+02:00,53.74
2025-03-31 02:00:00+02:00,45.98
2025-03-31 03:00:00+02:00,35.63
2025-03-31 04:00:00+02:00,28.83
2025-03-31 05:00:00+02:00,39.93
2025-03-31 06:00:00+02:00,85.37
2025-03-31 07:00:00+02:00,147.78
2025-03-31 08:00:00+02:00,174.47
2025-03-31 09:00:00+02:00,94.7
2025-03-31 10:00:00+02:00,56.04
2025-03-31 11:00:00+02:00,26.7
2025-03-31 12:00:00+02:00,13.62
2025-03-31 13:00:00+02:00,5.06
2025-03-31 14:00:00+02:00,-0.01
2025-03-31 15:00:00+02:00,-0.01
2025-03-31 16:00:00+02:00,0.0
2025-03-31 17:00:00+02:00,9.4
2025-03-31 18:00:00+02:00,51.48
2025-03-31 19:00:00+02:00,73.79
2025-03-31 20:00:00+02:00,146.79
2025-03-31 21:00:00+02:00,98.46
2025-03-31 22:00:00+02:00,96.87
2025-03-31 23:00:00+02:00,95.01
2025-04-01 00:00:00+02:00,90.0
2025-04-01 01:00:00+02:00,75.78
2025-04-01 02:00:00+02:00,70.03
2025-04-01 03:00:00+02:00,60.48
2025-04-01 04:00:00+02:00,61.59
2025-04-01 05:00:00+02:00,68.2
2025-04-01 06:00:00+02:00,84.2
2025-04-01 07:00:00+02:00,155.5
2025-04-01 08:00:00+02:00,159.37
2025-04-01 09:00:00+02:00,87.97
2025-04-01 10:00:00+02:00,38.1
2025-04-01 11:00:00+02:00,0.0
2025-04-01 12:00:00+02:00,0.0
2025-04-01 13:00:00+02:00,-0.01
2025-04-01 14:00:00+02:00,-0.03
2025-04-01 15:00:00+02:00,-0.07
2025-04-01 16:00:00+02:00,-0.01
2025-04-01 17:00:00+02:00,-0.01
2025-04-01 18:00:00+02:00,17.9
2025-04-01 19:00:00+02:00,53.71
2025-04-01 20:00:00+02:00,94.7
2025-04-01 21:00:00+02:00,69.8
2025-04-01 22:00:00+02:00,75.73
2025-04-01 23:00:00+02:00,58.44
2025-04-02 00:00:00+02:00,38.11
2025-04-02 01:00:00+02:00,26.34
2025-04-02 02:00:00+02:00,26.1
